id	gender	role	language_english	duration_in_days	publications	organic_tweets	follower_global	followees_global	follower_researcher	follower_researcher_phd	follower_researcher_prof	follower_researcher_male	follower_researcher_female	follower_researcher_male_phd	follower_researcher_male_prof	follower_researcher_female_phd	follower_researcher_female_prof	follower_reciprocal_researcher	follower_reciprocal_researcher_phd	follower_reciprocal_researcher_prof	follower_reciprocal_researcher_male	follower_reciprocal_researcher_female	follower_reciprocal_researcher_male_phd	follower_reciprocal_researcher_male_prof	follower_reciprocal_researcher_female_phd	follower_reciprocal_researcher_female_prof	633	NA	NA	1	2728	24	277	92876	1056	844	151	98	402	159	54	50	30	18	75	6	18	36	18	1	8	2	6
2519891	male	professor	1	2471	33	256	932	348	151	39	15	65	17	14	9	3	1	51	14	9	30	10	7	5	1	0
2571701	male	NA	1	2471	4	87	19	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2572131	male	professor	1	2471	11	46	917	396	2	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
2649941	NA	NA	1	2470	3	0	151	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2653761	NA	professor	1	2470	44	132	625	870	25	3	4	10	6	2	2	0	1	22	2	4	9	5	1	2	0	1
2668571	male	NA	0	2470	3	1169	545	1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2678041	male	NA	1	2470	4	16	91	234	5	0	2	2	1	0	1	0	0	3	0	2	1	0	0	1	0	0
2729061	NA	NA	1	2470	2	776	312125	1198	332	25	28	232	44	14	16	6	5	20	0	1	14	2	0	1	0	0
2730941	male	NA	1	2470	11	86	678	881	12	0	0	8	0	0	0	0	0	8	0	0	5	0	0	0	0	0
2995951	male	NA	1	2468	1	20	464	776	3	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0
3013951	male	NA	1	2468	25	31	1436	22	132	23	16	60	12	8	6	4	2	8	0	2	1	0	0	0	0	0
